"Data Source","World Development Indicators",

"Last Updated Date","2021-11-23",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Paraguay","PRY","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","255458.6","252904.39","250350.18","247795.97","245241.76","242687.55","240133.34","237579.13","235024.92","232470.71","229916.5","226495.06","223073.62","219652.18","216230.74","212809.3","209387.86","205966.42","202544.98","199123.54","195702.1","191559.56","187417.02","183274.48","179131.94","174989.4","173331.3","169402.7","166609.3","163816","161022.6",
"West Bank and Gaza","PSE","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.7999992370605","90.7999992370605","90.7999992370605","90.7999992370605","90.7999992370605","90.7999992370605","90.7999992370605","90.7999992370605","90.7999992370605","90.7999992370605","90.8","91.0000038146973","91.1999988555908","91.3000011444092","91.4999961853027","91.7000007629395","91.7000007629395","91.7000007629395","91.7000007629395","91.7000007629395","99.5","91.7000007629395","91.7000007629395","91.7000007629395","91.7000007629395","101.4","101.4","101.4","101.4","101.4","101.4",
"Pacific island small states","PSS","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42291.6","42309.26","42365.62","42421.98","42478.34","42534.7","42591.06","42647.42","42703.78","42760.14","42816.5","42872.38","42928.26","42984.14","43040.02","43095.9","43151.78","43207.66","43263.54","43319.42","43375.3","43431.04","43486.78","43542.52","43598.26","43654","43709.9","43765.7","43821.6","43877.4","43933.2",
"Post-demographic dividend","PST","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9850173.179","9856555.125","9862636.369","9868895.775","9875135.239","9881374.705","9887614.171","9893853.635","9900093.101","9906332.565","9911702.0306","9919212.5","9926722.971","9934233.441","9941743.912","9949254.382","9956764.852","9964275.323","9971785.793","9979296.264","9986806.7338","9999287.936","10011769.138","10024250.34","10036731.542","10049212.744","10061358.057","10059915.984","10061410.6","10063077.2","10064890.9",
"French Polynesia","PYF","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1444.3","1448.42","1452.54","1456.66","1460.78","1464.9","1469.02","1473.14","1477.26","1481.38","1485.5","1486.41","1487.32","1488.23","1489.14","1490.05","1490.96","1491.87","1492.78","1493.69","1494.6","1494.6","1494.6","1494.6","1494.6","1494.6","1494.6","1494.6","1494.6","1494.6","1494.6",
"Qatar","QAT","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Romania","ROU","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63710","63705","63700","63695","63690","63685","63680","63675","63670","63665","63660","63809","63958","64107","64256","64405","64554","64703","64852","65001","65150","65921.92","66693.84","67465.76","68237.68","69009.6","69290.5","69290.5","69290.5","69290.5","69290.5",
"Russian Federation","RUS","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8089500","8089500","8090136.2","8090454.8","8090773.4","8091092","8091410.6","8091729.2","8092047.8","8092366.4","8092685","8098552.1","8104419.2","8110286.3","8116153.4","8122020.5","8127887.6","8133754.7","8139621.8","8145488.9","8151356","8150945.72","8150535.44","8150125.16","8149714.88","8149304.6","8151210.3","8153116","8153116","8153116","8153116",
"Rwanda","RWA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3170","3140","3110","3080","3050","3020","2990","2960","2930","2900","2870","2848","2826","2804","2782","2760","2738","2716","2694","2672","2650","2660","2670","2680","2690","2700","2720","2730","2740","2750","2760",
"South Asia","SAS","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","777413.8","829035.898","832237.496","835439.094","838640.692","841842.29","845043.889","848245.487","851447.085","854648.683","859750.2809","859523.525","861196.769","862870.013","864543.257","866216.501","867889.745","869562.989","871236.233","872909.476","874582.7204","876984.756","879386.792","881788.828","884190.864","886592.9","888601.5","891070.5","893309.3","895548.1","897786.9",
"Saudi Arabia","SAU","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770",
"Sudan","SDN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","218261.6","","","","","","","","","","200811.7","199069.22","197326.74","195584.26","193841.78","192099.3","190481.9","188760.3","187038.7","185317.1","183595.5",
"Senegal","SEN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93031.6","92581.6","92131.6","91681.6","91231.6","90781.6","90331.6","89881.6","89431.6","88981.6","88531.6","88146.6","87761.6","87376.6","86991.6","86606.6","86221.6","85836.6","85451.6","85066.6","84681.6","84281.6","83881.6","83481.6","83081.6","82681.6","82281.6","81881.6","81481.6","81081.6","80681.6",
"Singapore","SGP","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148.269","150.456","152.642","154.829","157.015","159.202","161.389","163.575","165.762","167.948","170.1346","170.861","171.588","172.315","173.042","173.769","174.496","175.223","175.95","176.677","177.4038","174.866","172.328","169.79","167.252","164.714","162.855","161.1","159.3","157.5","155.7",
"Solomon Islands","SLB","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25449.1","25441.79","25434.48","25427.17","25419.86","25412.55","25405.24","25397.93","25390.62","25383.31","25376","25368.68","25361.36","25354.04","25346.72","25339.4","25332.08","25324.76","25317.44","25310.12","25302.8","25295.48","25288.16","25280.84","25273.52","25266.2","25258.9","25251.6","25244.3","25237","25229.7",
"Sierra Leone","SLE","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31267","31069.73","30872.46","30675.19","30477.92","30280.65","30083.38","29886.11","29688.84","29491.57","29294.3","29097.03","28899.76","28702.49","28505.22","28307.95","28110.68","27913.41","27716.14","27518.87","27321.6","27124.34","26927.08","26729.82","26532.56","26335.3","26138","25940.7","25743.4","25546.1","25348.8",
"El Salvador","SLV","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7188.8","7143.8","7098.8","7053.8","7008.8","6963.8","6918.8","6873.8","6828.8","6783.8","6738.8","6693.8","6648.8","6603.8","6558.8","6513.8","6468.8","6423.8","6378.8","6333.8","6288.8","6243.8","6198.8","6153.8","6108.8","6063.8","6018.8","5973.8","5928.8","5883.8","5838.8",
"San Marino","SMR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10",
"Somalia","SOM","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82825","82057.5","81290","80522.5","79755","78987.5","78220","77452.5","76685","75917.5","75150","74382.5","73615","72847.5","72080","71312.5","70545","69777.5","69010","68242.5","67475","66707.5","65940","65172.5","64405","63637.5","62870","62102.5","61335","60567.5","59800",
"Serbia","SRB","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24760","24760","24760","24760","24760","24760","24760","24760","24760","24760","24600","24760","24760","24760","24760","24760","26118","26371","26624","26877","27130","27143.06","27156.12","27169.18","27182.24","27195.3","27201.8","27218.6","27220","27222.2","27226.5",
"Sub-Saharan Africa (excluding high income)","SSA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7048244.4","7017639.398","6986275.196","6939080.594","6908095.992","6877111.39","6846126.788","6815142.186","6784157.584","6753172.982","7012019.98","6689369.292","6656550.204","6623731.116","6590912.028","6558092.94","6525273.852","6492454.764","6459635.676","6426816.588","6666379.2","6627233.26","6588087.32","6548941.38","6509795.44","6470649.5","6430499.8789","6391172.3","6351876.38","6311559.3","6271638.7",
"South Sudan","SSD","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71570","","","","","","","","","","71570","71570","71570","71570","71570","71570","71570","71570","71570","71570","71570",
"Sub-Saharan Africa","SSF","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7048581.4","7017976.398","6986612.196","6939417.594","6908432.992","6877448.39","6846463.788","6815479.186","6784494.584","6753509.982","7012356.98","6689706.292","6656887.204","6624068.116","6591249.028","6558429.94","6525610.852","6492791.764","6459972.676","6427153.588","6666716.2","6627570.26","6588424.32","6549278.38","6510132.44","6470986.5","6430836.8789","6391509.3","6352213.38","6311896.3","6271975.7",
"Small states","SST","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1054995.1","1052734.624","1050577.828","1048389.042","1046200.256","1044011.47","1041822.684","1039633.898","1037445.112","1035256.326","1033067.54","1031021.966","1028976.392","1026930.818","1024885.244","1022839.67","1022000.096","1020155.522","1018310.948","1016466.374","1014621.8","1012330.04","1010038.28","1007746.52","1005454.76","1003163","1000715.7","998487.8","996029.7","993573.7","991118.7",
"Sao Tome and Principe","STP","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","586.2","585.94","585.68","585.42","585.16","584.9","584.64","584.38","584.12","583.86","583.6","583.34","583.08","582.82","582.56","582.3","582.04","581.78","581.52","581.26","581","574.8","568.6","562.4","556.2","550","543.8","537.6","531.4","525.2","519",
"Suriname","SUR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153776.3","153739.54","153702.78","153666.02","153629.26","153592.5","153555.74","153518.98","153482.22","153445.46","153408.7","153367.69","153326.68","153285.67","153244.66","153203.65","153162.64","153121.63","153080.62","153039.61","152998.6","152902.22","152805.84","152709.46","152613.08","152516.7","152403.2","152330.2","152207.8","152085.3","151962.9",
"Slovak Republic","SVK","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19220","19220","19220","19021.59","19020.52","19019.45","19018.38","19017.31","19016.24","19015.17","19014.1","19030.6","19047.1","19063.6","19080.1","19096.6","19113.1","19129.6","19146.1","19162.6","19179.1","19186.78","19194.46","19202.14","19209.82","19217.5","19233.7","19259","19259","19259","19259",
"Slovenia","SVN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11880","11880","11970","12015","12060","12105","12150","12195","12240","12285","12330","12344","12358","12372","12386","12400","12414","12428","12442","12456","12470","12472","12474","12476","12478","12480","12459.7","12439.3","12419","12398.6","12378.3",
"Sweden","SWE","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","280630","280730","280830","280930","281030","281130","281230","281330","281430","281530","281630","281540","281450","281360","281270","281180","281090","281000","280910","280820","280730","280544","280358","280172","279986","279800","279800","279800","279800","279800","279800",
"Eswatini","SWZ","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4611.4","4623.54","4635.68","4647.82","4659.96","4672.1","4684.24","4696.38","4708.52","4720.66","4732.8","4744.95","4757.1","4769.25","4781.4","4793.55","4805.7","4817.85","4830","4842.15","4854.3","4866.44","4878.58","4890.72","4902.86","4915","4927.2","4939.3","4951.4","4963.5","4975.6",
"Sint Maarten (Dutch part)","SXM","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7","","","","","","","","","","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7",
"Seychelles","SYC","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","337","337","337","337","337","337","337","337","337","337","337","337","337","337","337","337","337","337","337","337","337","337","337","337","337","337","337","337","337","337","337",
"Syrian Arab Republic","SYR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3720.8","3780.8","3840.8","3900.8","3960.8","4020.8","4080.8","4140.8","4200.8","4260.8","4320.8","4380.8","4440.8","4500.8","4560.8","4620.8","4680.8","4740.8","4800.8","4860.8","4920.8","4980.8","5040.8","5100.8","5160.8","5220.8","5220.8","5220.8","5220.8","5220.8","5220.8",
"Turks and Caicos Islands","TCA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2",
"Chad","TCD","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67300","66923","66546","66169","65792","65415","65038","64661","64284","63907","63530","62707","61884","61061","60238","59415","58592","57769","56946","56123","55300","54020","52740","51460","50180","48900","47690","46510","45350","44220","43130",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4568300.7","4566345.786","4564429.573","4562513.359","4560597.145","4558680.931","4556764.718","4554848.504","4552932.29","4551016.076","4549099.8626","4568314.032","4587528.201","4606742.37","4625956.539","4645170.708","4664384.877","4683599.046","4702813.215","4722027.384","4741241.553","4747047.024","4752852.495","4758657.966","4764463.438","4770268.9088","4790821.77","4791161.7","4799041.9","4806925","4814808.2",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8893262.8","8894798.17","8893936.094","8896052.203","8898168.312","8900284.422","8902400.531","8904516.64","8906632.749","8908748.859","8910704.968","8919381.726","8927898.482","8936415.24","8944931.997","8953448.755","8964529.512","8973500.269","8982471.027","8991441.783","9000412.5411","9003715.055","9007017.567","9010320.08","9013622.594","9016925.1066","9021233.754","9025717.2592","9028614.0615","9031512.6","9034413.3",
"Togo","TGO","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13616.6","13523.404","13430.208","13337.012","13243.816","13150.62","13057.424","12964.228","12871.032","12777.836","12684.64","12655.046","12625.452","12595.858","12566.264","12536.67","12507.076","12477.482","12447.888","12418.294","12388.7","12359.1","12329.5","12299.9","12270.3","12240.7","12211.1","12181.5","12151.9","12122.3","12092.7",
"Thailand","THA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","193610","193247","192884","192521","192158","191795","191432","191069","190706","190343","189980","191055","192130","193205","194280","195355","196430","197505","198580","199655","200730","200706","200682","200658","200634","200610","200170","199810","199450","199090","198730",
"Tajikistan","TJK","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4080","4080","4084","4086","4088","4090","4092","4094","4096","4098","4100","4100","4100","4100","4100","4100","4100","4100","4100","4100","4100","4123.6","4147.2","4170.8","4194.4","4218","4218","4218","4218","4228","4238",
"Turkmenistan","TKM","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10670140.4","10615139","10560137.6","10505136.2","10450134.8","10395133.4","10340132","10285130.6","10230129.2","10175127.8","10120126.4","10064257.7","10008389","9952520.3","9896651.6","9840782.9","9784914.2","9729045.5","9673176.8","9617308.1","9561439.4","9532008","9502576.6","9473145.2","9443713.8","9414282.4","9383996.8","9349370.8","9326176.9","9301136.5","9277297.5",
"Timor-Leste","TLS","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9631","9617","9603","9589","9575","9561","9547","9533","9519","9505","9491","9477","9463","9449","9435","9421","9407","9393","9379","9365","9351","9337","9323","9309","9295","9281","9267","9256","9239","9225","9211",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","191010.169","191304.772","191599.375","191893.978","192188.581","192483.185","192777.788","193072.391","193366.994","193661.597","193956.2","195921.73","197887.26","199852.79","201818.32","203783.85","205749.38","207714.91","209680.44","211645.97","213611.5","213754.56","213897.62","214040.68","214183.74","214326.8","214565.7","214660.2","214816.2","215197.5","215507.8",
"Tonga","TON","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5",
"South Asia (IDA & IBRD)","TSA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","777413.8","829035.898","832237.496","835439.094","838640.692","841842.29","845043.889","848245.487","851447.085","854648.683","859750.2809","859523.525","861196.769","862870.013","864543.257","866216.501","867889.745","869562.989","871236.233","872909.476","874582.7204","876984.756","879386.792","881788.828","884190.864","886592.9","888601.5","891070.5","893309.3","895548.1","897786.9",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7048581.4","7017976.398","6986612.196","6939417.594","6908432.992","6877448.39","6846463.788","6815479.186","6784494.584","6753509.982","7012356.98","6689706.292","6656887.204","6624068.116","6591249.028","6558429.94","6525610.852","6492791.764","6459972.676","6427153.588","6666716.2","6627570.26","6588424.32","6549278.38","6510132.44","6470986.5","6430836.8789","6391509.3","6352213.38","6311896.3","6271975.7",
"Trinidad and Tobago","TTO","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2420.6","2415.19","2409.78","2404.37","2398.96","2393.55","2388.14","2382.73","2377.32","2371.91","2366.5","2362.26","2358.02","2353.78","2349.54","2345.3","2341.06","2336.82","2332.58","2328.34","2324.1","2319.86","2315.62","2311.38","2307.14","2302.9","2298.7","2294.5","2290.3","2286.1","2281.9",
"Tunisia","TUN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6439.769","6463.642","6487.515","6511.388","6535.261","6559.135","6583.008","6606.881","6630.754","6654.627","6678.5","6698.08","6717.66","6737.24","6756.82","6776.4","6795.98","6815.56","6835.14","6854.72","6874.3","6889.6","6904.9","6920.2","6935.5","6950.8","6966.1","6981.4","6996.7","7012","7027.3",
"Turkey","TUR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","197834.8","198199.67","198564.54","198929.41","199294.28","199659.15","200024.02","200388.89","200753.76","201118.63","201483.5","202418.23","203352.96","204287.69","205222.42","206157.15","207091.88","208026.61","208961.34","209896.07","210830.8","211925.24","213019.68","214114.12","215208.56","216303","216303","217524.6","219083.6","220643.6","222203.6",
"Tuvalu","TUV","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10",
"Tanzania","TZA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","573900.1","570180.1","566460.1","562740.1","559020.1","555300.1","551580.1","547860.1","544140.1","540420.1","536700.1","532980.1","529260.1","525540.1","521820.1","518100.1","514380.1","510660.1","506940.1","503220.1","499500.1","495780.08","492060.06","488340.04","484620.02","480900","476210","471520","466830","462140","457450",
"Uganda","UGA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35754.7","35342.18","34929.66","34517.14","34104.62","33692.1","33279.58","32867.06","32454.54","32042.02","31629.5","31216.97","30804.44","30391.91","29979.38","29566.85","29154.32","28741.79","28329.26","27916.73","27504.2","27091.68","26679.16","26266.64","25854.12","25441.6","25029.1","24616.6","24204.1","23791.5","23379",
"Ukraine","UKR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92740","92740","93212","93448","93684","93920","94156","94392","94628","94864","95100","95138","95176","95214","95252","95290","95328","95366","95404","95442","95480","95698","95916","96134","96352","96570","96640","96710","96780","96840","96900",
"Upper middle income","UMC","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20634530.7","20603315.884","20570232.558","20538904.913","20507577.268","20476249.623","20444921.978","20413594.333","20382266.688","20350939.043","20319451.398","20297520.453","20275429.506","20253338.561","20231247.615","20209156.67","20189629.724","20167992.778","20146355.833","20124718.886","20103081.9411","20097200.375","20091318.807","20085437.24","20079555.674","20073674.1066","20069009.722","20057558.873","20055410.2615","20050975.4","20047302.9",
"Uruguay","URY","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7980","8551","9122","9693","10264","10835","11406","11977","12548","13119","13690","14052.3","14414.6","14776.9","15139.2","15501.5","15863.8","16226.1","16588.4","16950.7","17313","17690.4","18067.8","18445.2","18822.6","19200","19470","19680","19890","20100","20310",
"United States","USA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3024500","3025586","3026672","3027758","3028844","3029930","3031016","3032102","3033188","3034274","3035360","3040544","3045728","3050912","3056096","3061280","3066464","3071648","3076832","3082016","3087200","3089950","3092700","3095450","3098200","3100950","3100950","3097950","3097950","3097950","3097950",
"Uzbekistan","UZB","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30450","30450","26317.884","26729.974","27142.065","27554.156","27966.247","28378.338","28790.428","29202.519","29614.61","30002.749","30390.888","30779.027","31167.166","31555.305","31943.444","32331.583","32719.722","33107.861","33496","33895.6","34295.2","34694.8","35094.4","35494","35863","36121.36","36379.8","36638.2","36896.6",
"St. Vincent and the Grenadines","VCT","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","275.4","276.4","277.4","278.4","279.4","280.4","281.4","282.4","283.4","284.4","285.4","285.4","285.4","285.4","285.4","285.4","285.4","285.4","285.4","285.4","285.4","285.4","285.4","285.4","285.4","285.4","285.4","285.4","285.4","285.4","285.4",
"Venezuela, RB","VEN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","520260","517385","514510","511635","508760","505885","503010","500135","497260","494385","491510","489864","488218","486572","484926","483280","481634","479988","478342","476696","475050","473406","471762","470118","468474","466830","465432.6","464281.8","463377.6","462720","462309",
"British Virgin Islands","VGB","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.1","37.06","37.02","36.98","36.94","36.9","36.86","36.82","36.78","36.74","36.7","36.67","36.64","36.61","36.58","36.55","36.52","36.49","36.46","36.43","36.4","36.36","36.32","36.28","36.24","36.2","36.2","36.2","36.2","36.2","36.2",
"Virgin Islands (U.S.)","VIR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","245.4","241.33","237.26","233.19","229.12","225.05","220.98","216.91","212.84","208.77","204.7","202.66","200.62","198.58","196.54","194.5","192.46","190.42","188.38","186.34","184.3","185.76","187.22","188.68","190.14","191.6","193.1","194.6","196.1","197.6","199.1",
"Vietnam","VNM","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93759.6","96167.74","98575.88","100984.02","103392.16","105800.3","108208.44","110616.58","113024.72","115432.86","117841","119444.96","121048.92","122652.88","124256.84","125860.8","127464.76","129068.72","130672.68","132276.64","133880.6","135228.2","136575.8","137923.4","139271","140618.6","143776.8","144153.9","144912.9","145671.9","146430.9",
"Vanuatu","VUT","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4423","4423","4423","4423","4423","4423","4423","4423","4423","4423","4423","4423","4423","4423","4423","4423","4423","4423","4423","4423","4423","4423","4423","4423","4423","4423","4423","4423","4423","4423","4423",
"World","WLD","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41282694.9","41210027.5","41137360.5","41064693.4","40992025.9","40919358.7","40846691.3","40774024.2","40701356.7","40628689.7","40556022.3","40510303.3","40464584.1","40418865.2","40373146","40327427","40293287.6","40259147.7","40225008.7","40190869.1","40156729.7","40123639.2","40090560.5","40057482","40024403.3","39991324.6","39958245.9","","","","",
"Samoa","WSM","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1761.3","1756.48","1751.66","1746.84","1742.02","1737.2","1732.38","1727.56","1722.74","1717.92","1713.1","1708.28","1703.46","1698.64","1693.82","1689","1684.18","1679.36","1674.54","1669.72","1664.9","1660.06","1655.22","1650.38","1645.54","1640.7","1635.9","1631.1","1626.3","1621.5","1616.7",
"Kosovo","XKX","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490",
"South Africa","ZAF","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","181420.9","181056.9","180692.9","180328.9","179964.9","179600.9","179236.9","178872.9","178508.9","178144.9","177780.9","177416.9","177052.9","176688.9","176324.9","175960.9","175596.9","175232.9","174868.9","174504.9","174140.9","173776.9","173412.9","173048.9","172684.9","172320.9","171956.9","171592.9","171228.9","170864.9","170500.9",
